8
0,0,0,1,1,1,2,2
0,0,1,0,0,1,0,1
b_362_90000_1.py,-0.7186154068515405,0.0927213942536415,-0.5363621575044153,0.0128248349165803,-0.6158153597185859,0.5528334295037683,-0.8995026188717127,0.6742254095758300,0.6570707286029086,-1.0008954352670596
b_362_90000_2.py,-0.7402689773270393,0.1630622573430406,-0.6461501269324681,-0.0345570645608842,-0.5650665990483248,0.5542345141912158,-0.9333830320591837,0.6004122805657602,0.6784551543605195,-1.0412969639601251
c_362_90000_3.py,-0.7896932561547707,0.0940894274401830,-0.6702832485219701,-0.0775512384305086,-0.4333927584072587,0.5038278921707429,-1.1031346117607936,0.6741688781830808,0.6335317856226254,-0.9619126123260817
b_371_90000_1.py,-0.7369536813931510,0.0767085533921914,-0.6261308922438635,-0.0982066395823250,-0.4925946617118646,0.5315639175946368,-0.8187859474823684,0.5923870110321022,0.6425421572625400,-0.9746648832253897
b_371_90000_2.py,-0.7431789468260908,0.0993590268354313,-0.6145405673941700,0.0346921014089794,-0.5906926254048960,0.5613305889136007,-1.0626779879816537,0.5787793655949635,0.5801082348201168,-1.0246143632836362
c_371_90000_3.py,-0.7983525965304755,0.0996725634147353,-0.6363829463121186,-0.0254608693687413,-0.4729299710144028,0.5674012057292571,-0.8032984274263992,0.5985152371417928,0.5777860437069011,-0.9042553735201990
b_406_90000_1.py,-0.6042462675340717,0.0976370734228524,-0.7488327703558419,-0.0426187705727074,-0.5522159158629930,0.6122157038791731,-0.8105326020550048,0.5838163191278137,0.5597328943816099,-0.9214861209983174
c_406_90000_2.py,-0.6989916820359481,0.0442009519277877,-0.5369117006682209,-0.0626209552900805,-0.5345324858741697,0.4776467312628191,-1.0158366535442065,0.5832227274837100,0.7274321531449621,-0.8733265498565578
11
0,0,0,1,1,2,2,3,3,4,5
0,0,1,0,1,0,1,0,1,1,1
b_362_90001_1.py,-0.6576825877865848,0.0916546233852774,-0.5931317840880237,-0.0584251070986680,-0.4877118948769955,0.5437198165219626,-0.9072707773773050,0.5545931962330586,0.5158419412718491,-1.0438950056020562
b_362_90001_2.py,-0.6442309793311436,0.0587308401932898,-0.5840232987599495,-0.0858831275353297,-0.5637038812126676,0.6543088610132297,-0.9438165907726057,0.5848484836842448,0.6187308428842457,-0.9392609430165648
